coin,tf,signal,lev,mode,beat_cnt,total_periods,avg_ret,min_ret,max_dd_avg,avg_trades,bear_2026q1_ret,bear_2025q4_ret,bull_2025q3_ret,bull_2025q2_ret,bear_2025q1_ret,bull_2024h2_ret,bear_2024h1_ret,bull_2023_ret
BTC,4h,c>ema100,1,L,3,8,20.61,-14.13,12.29,19.5,-14.13,-2.64,-0.53,21.68,-7.85,41.07,37.36,89.93
BTC,1d,c>ema50,1,L,3,8,20.6,-10.3,5.84,4.9,-10.3,-5.62,-0.19,19.39,-5.37,31.48,38.57,96.86
SOL,2h,st4.0,1,L+S,3,8,20.55,-68.92,38.41,27.1,24.4,-18.17,-20.2,-30.34,30.0,14.74,-68.92,232.9
ETH,1d,ema20/100,2,L,3,8,20.45,-40.96,6.23,1.5,0.0,-40.96,162.35,-1.88,-14.79,-29.37,34.04,54.23
SOL,1h,c>ema100,1,L,3,8,20.42,-34.16,31.35,94.5,-25.27,-31.26,13.0,-1.0,-34.16,-4.36,27.74,218.68
BTC,1d,ema10/30,1,L+S,3,8,20.34,-8.29,11.59,5.0,15.53,0.41,-4.92,22.48,-8.29,17.16,34.46,85.92
XRP,2h,ema50/200,1,L+S,3,8,20.3,-43.26,30.57,11.8,34.15,-14.32,1.78,-18.22,-36.11,259.15,-20.8,-43.26
XRP,2h,macd26/52,2,L,3,8,20.25,-63.67,52.13,33.4,-58.13,-18.4,42.01,-22.47,19.06,294.48,-63.67,-30.92
BTC,4h,macd26/52,1,L,3,8,19.94,-20.99,9.35,15.2,-20.99,4.62,-3.71,8.59,6.25,41.83,28.12,94.8
SOL,2h,c>ema50,3,L+S,3,8,19.94,-124.04,143.77,134.2,-22.14,-26.01,-87.15,-124.04,32.83,-111.68,-46.77,544.49
BTC,1h,macd26/52,3,L,3,8,19.84,-81.25,60.61,61.8,-30.78,-81.25,15.48,33.18,-38.66,46.3,93.15,121.31
XRP,1d,st2.0,1,L+S,3,8,19.25,-143.12,30.02,6.2,34.19,19.36,1.12,0.06,-35.72,273.27,4.83,-143.12
SOL,1h,st3.0,1,L,3,8,18.96,-31.16,33.7,39.8,-26.11,-31.16,30.19,-11.11,-7.94,-0.64,5.66,192.77
BTC,1d,c>ema50,1,L+S,3,8,18.88,-9.45,12.48,9.9,4.41,10.84,-9.45,16.47,1.56,13.5,31.07,82.67
XRP,2h,ema5/20,1,L,3,8,18.84,-36.91,30.33,54.8,-15.62,-29.54,49.53,-27.17,20.83,196.88,-36.91,-7.29
BTC,4h,ema20/50,1,L,3,8,18.34,-14.8,10.05,8.0,-9.39,-7.86,4.16,27.07,-14.8,35.51,30.1,81.92
XRP,2h,ema10/30,2,L+S,3,8,18.31,-153.88,87.71,64.1,19.04,-29.76,61.68,-22.74,-10.3,396.57,-114.16,-153.88
SOL,4h,c>ema50,1,L+S,3,8,18.21,-92.83,44.57,68.8,-0.84,-0.54,-22.35,-15.53,34.79,-1.39,-92.83,244.37
BTC,4h,c>ema100,1,L+S,3,8,18.16,-11.58,19.48,39.5,-2.19,17.49,-11.58,16.39,-3.52,35.21,23.06,70.39
BTC,4h,macd26/52,1,L+S,3,8,18.11,-18.35,16.34,30.4,-14.07,31.86,-18.35,-6.99,24.11,37.16,11.38,79.8
XRP,1h,st4.0,1,L,3,8,17.85,-54.29,26.3,23.6,-13.11,-5.85,29.57,-17.34,9.42,226.96,-32.59,-54.29
BTC,1d,ema20/50,2,L+S,3,8,17.78,-20.25,28.92,3.4,21.17,-20.25,-8.08,1.3,29.51,11.94,29.65,76.96
XRP,2h,c>ema100,1,L+S,3,8,17.27,-88.38,45.52,97.8,14.7,7.17,10.06,-40.12,11.47,282.85,-88.38,-59.6
BTC,2h,st4.0,1,L,3,8,16.98,-22.7,12.72,12.8,-19.71,2.07,0.93,18.15,-22.7,48.91,28.72,79.48
BTC,1h,ema50/200,2,L+S,3,8,16.92,-55.74,39.91,21.0,-13.83,20.82,-15.26,16.6,-55.74,11.32,74.81,96.63
BTC,1d,macd26/52,1,L,3,8,16.82,-10.53,3.46,2.6,-6.51,-10.53,-0.34,15.33,-7.08,34.33,35.95,73.45
ETH,2h,ema50/200,2,L+S,3,8,16.8,-32.51,57.35,10.8,20.57,-32.51,27.13,85.3,52.61,-30.57,12.34,-0.47
XRP,4h,c>ema200,2,L+S,3,8,16.64,-200.07,79.43,42.0,76.68,-10.07,-52.63,-15.67,-16.46,468.88,-117.55,-200.07
ETH,1d,ema50/200,3,L,3,8,16.48,-104.14,0.3,1.0,0.0,-104.14,167.46,0.0,-61.6,-67.29,137.44,59.96
SOL,2h,c>ema100,1,L+S,3,8,16.38,-73.92,44.14,94.1,6.86,3.19,-18.33,-20.19,34.71,-29.64,-73.92,228.36
XRP,1h,st3.0,1,L,3,8,16.19,-54.92,28.63,35.1,-10.99,-17.92,28.22,-16.87,33.14,206.0,-37.13,-54.92
ETH,1h,ema20/50,2,L,3,8,16.05,-113.67,49.35,34.5,-47.0,-12.02,63.16,30.73,-113.67,48.48,76.96,81.78
XRP,1d,st4.0,3,L+S,3,8,15.92,-182.34,87.18,3.5,12.29,-36.81,116.46,-154.05,-182.34,523.26,-112.7,-38.75
ETH,2h,ema5/20,2,L,3,8,15.84,-51.76,46.98,53.2,-18.97,-40.57,117.92,21.57,-51.76,41.73,32.07,24.69
BTC,2h,ema20/100,1,L,3,8,15.8,-24.4,11.75,11.2,-14.72,-4.37,2.43,21.06,-24.4,23.45,45.1,77.82
BTC,1h,ema50/200,1,L,3,8,15.47,-20.0,11.73,10.2,-16.8,-6.53,1.55,16.69,-20.0,25.24,46.23,77.38
BTC,1d,c>ema200,1,L,3,8,15.46,-22.73,5.64,3.5,0.0,-13.69,8.98,20.84,-22.73,28.07,41.76,60.42
BTC,1d,ema20/50,1,L,3,8,15.34,-16.1,3.2,1.6,-7.22,-16.1,2.44,11.17,1.07,28.82,27.54,75.03
SOL,1d,ema20/100,1,L+S,3,8,15.31,-46.72,22.65,3.2,38.33,2.49,26.9,-46.72,35.74,-42.7,12.98,95.45
BTC,4h,ema10/30,3,L+S,3,8,15.07,-95.95,69.09,31.4,-95.95,41.58,-38.92,35.31,-83.05,7.74,123.0,130.83
BTC,1h,c>ema200,2,L,3,8,14.99,-54.94,38.23,63.2,-54.94,-4.81,-25.98,14.28,-37.68,68.91,45.51,114.66
ETH,1d,macd12/26,2,L,3,8,14.72,-94.98,40.24,6.2,-26.22,-57.67,48.59,76.45,-94.98,-10.42,91.65,90.39
BTC,4h,ema5/20,1,L,3,8,14.42,-21.26,14.61,24.8,-21.26,1.63,-8.77,11.31,-15.42,59.83,26.55,61.48
XRP,1d,ema5/20,1,L+S,3,8,14.35,-65.55,35.0,9.5,33.11,-4.72,-11.07,-12.23,-46.35,219.99,1.59,-65.55
SOL,1h,st2.0,1,L,3,8,14.1,-21.61,31.28,70.2,-11.59,-21.61,2.6,6.95,-7.44,-1.21,15.17,129.93
SOL,1h,macd26/52,2,L+S,3,8,14.09,-140.29,116.92,131.0,8.97,-91.15,83.54,-13.32,95.79,-140.29,-107.78,276.92
SOL,1h,st4.0,1,L+S,3,8,13.61,-50.03,50.61,51.2,-6.0,3.98,-12.55,-50.03,21.7,-16.88,-7.38,176.03
SOL,1h,c>ema50,1,L,3,8,13.42,-37.51,37.37,139.2,-37.51,-36.19,38.58,-7.3,-20.63,-6.45,-1.08,177.95
BTC,4h,ema20/50,1,L+S,3,8,13.34,-17.71,16.98,16.5,5.78,7.52,-2.33,27.71,-17.71,26.07,7.24,52.47
SOL,2h,c>ema50,2,L+S,3,8,13.29,-82.7,95.84,134.2,-14.76,-17.34,-58.1,-82.7,21.89,-74.45,-31.18,363.0
BTC,1h,macd26/52,2,L,3,8,13.23,-54.17,40.4,61.8,-20.52,-54.17,10.32,22.12,-25.77,30.87,62.1,80.87
BTC,4h,st2.0,1,L,3,8,13.15,-19.28,16.91,17.1,-17.8,-0.51,-10.42,8.55,-19.28,50.64,12.68,81.33
BTC,1d,st4.0,1,L,3,8,13.07,-10.76,2.89,1.6,-10.76,-6.88,2.44,11.79,-6.44,32.59,19.92,61.86
SOL,1h,c>ema200,1,L+S,3,8,13.07,-67.67,45.31,125.6,0.42,-11.14,-27.48,-1.68,55.23,-48.55,-67.67,205.45
BTC,4h,st4.0,1,L,3,8,12.89,-11.13,10.94,7.2,-11.13,-5.74,-3.67,17.56,-10.77,12.64,21.33,82.94
BTC,1d,macd12/26,1,L,3,8,12.07,-18.97,7.72,5.8,-8.39,-16.44,7.23,12.51,-18.97,30.68,24.39,65.56
XRP,2h,st4.0,1,L+S,3,8,11.96,-73.77,32.8,23.6,-4.45,-14.76,14.05,6.03,-14.21,160.72,-73.77,22.1
SOL,1d,ema20/50,1,L+S,3,8,11.94,-30.87,26.88,3.8,38.33,6.43,25.7,-11.2,-21.72,-30.87,0.56,88.29
BTC,4h,st2.0,3,L+S,3,8,11.91,-96.07,80.19,34.4,-21.89,63.29,-96.07,-21.0,-83.2,159.66,-57.78,152.3
BTC,2h,st4.0,1,L+S,3,8,11.85,-34.41,19.12,25.8,-10.12,26.41,-9.16,10.91,-34.41,50.77,13.4,46.98
XRP,2h,st2.0,1,L+S,3,8,11.82,-120.75,49.32,65.2,20.04,-3.63,23.31,-24.29,53.67,202.55,-56.32,-120.75
XRP,1h,c>ema200,3,L+S,3,8,11.48,-343.73,163.56,137.9,55.65,-0.74,37.88,-116.26,-85.39,797.96,-253.54,-343.73
ETH,1h,ema50/200,1,L,3,8,11.46,-50.91,17.8,11.0,-14.49,-8.37,42.64,36.88,-50.91,11.95,43.97,30.04
XRP,1h,st2.0,1,L,3,8,11.26,-55.47,29.1,65.6,-25.48,-3.4,34.91,-2.15,51.74,135.17,-55.47,-45.27
BTC,2h,macd12/26,2,L,3,8,11.16,-46.36,37.22,63.9,-23.06,-46.36,9.32,11.75,-32.29,21.49,50.8,97.6
BTC,1d,macd26/52,1,L+S,3,8,11.09,-9.82,17.43,5.5,13.61,0.41,-9.82,7.46,-2.34,9.0,31.21,39.16
XRP,4h,ema5/20,1,L+S,3,8,11.02,-97.71,41.28,54.2,9.45,1.27,5.35,3.66,5.22,215.45,-54.51,-97.71
BTC,1d,c>ema100,1,L+S,3,8,10.93,-11.06,13.32,6.8,19.55,-0.15,-1.1,16.47,-11.06,15.82,27.54,20.4
ETH,4h,st3.0,1,L,3,8,10.85,-46.09,20.68,10.1,-17.48,-14.85,58.3,21.12,-46.09,19.74,34.35,31.68
ETH,2h,ema20/100,1,L,3,8,10.65,-46.0,18.84,12.8,-14.03,-11.38,42.96,28.67,-46.0,18.76,45.71,20.52
SOL,1d,c>ema100,1,L+S,3,8,10.15,-47.0,37.88,11.2,38.33,-27.03,12.58,-36.62,-2.94,-47.0,-10.3,154.16
XRP,2h,macd26/52,1,L,3,8,10.12,-31.84,26.07,33.4,-29.06,-9.2,21.01,-11.23,9.53,147.24,-31.84,-15.46
BTC,1d,st4.0,2,L+S,3,8,9.99,-8.08,29.82,3.5,7.0,16.67,-8.08,3.79,0.68,31.63,-4.54,32.76
BTC,2h,ema10/30,1,L,3,8,9.96,-21.36,18.39,30.1,-21.36,2.67,-10.82,5.58,-19.81,48.75,12.75,61.95
ETH,1h,macd26/52,3,L,3,8,9.57,-101.57,88.86,63.4,-44.01,-96.74,188.34,44.88,-101.57,-50.71,52.86,83.53
BTC,1h,ema20/100,3,L+S,3,8,9.54,-111.49,84.85,44.8,-68.56,59.13,-59.93,-9.31,-111.49,140.21,78.99,47.31
BTC,1d,c>ema200,1,L+S,3,8,9.18,-33.07,13.0,6.8,26.47,-4.66,8.98,18.79,-33.07,4.11,41.76,11.02
SOL,1d,ema50/200,1,L+S,3,8,9.11,-37.05,6.96,1.8,38.33,-37.05,-14.44,-23.64,-11.8,28.91,33.05,59.53
XRP,4h,macd12/26,1,L,3,8,9.1,-32.97,27.17,35.6,-27.17,2.97,17.28,-12.55,11.53,145.24,-32.97,-31.56
BTC,1h,c>ema100,3,L,3,8,9.07,-102.11,70.24,88.8,-101.09,-1.54,-48.25,-0.26,-102.11,91.73,105.86,128.2
BTC,1d,ema20/50,1,L+S,3,8,8.89,-10.12,14.46,3.4,10.59,-10.12,-4.04,0.65,14.76,5.97,14.82,38.48
BTC,4h,st4.0,3,L+S,3,8,8.8,-61.27,64.58,14.9,11.87,36.21,-53.91,24.93,-30.06,-61.27,-25.76,168.38
ETH,1h,ema50/200,1,L+S,3,8,8.35,-46.72,30.05,22.2,2.52,24.63,13.23,34.6,-46.72,20.53,31.29,-13.29
ETH,1h,ema20/50,1,L,3,8,8.02,-56.84,24.68,34.5,-23.5,-6.01,31.58,15.36,-56.84,24.24,38.48,40.89
XRP,1d,ema50/200,3,L+S,3,8,8.02,-226.1,49.49,2.2,106.25,-48.11,116.46,4.58,-31.67,312.96,-170.23,-226.1
SOL,4h,macd12/26,1,L+S,3,8,8.0,-92.35,50.77,67.1,-29.88,54.1,30.9,-24.57,25.94,17.66,-92.35,82.16
BTC,4h,st2.0,2,L+S,3,8,7.94,-64.05,53.46,34.4,-14.59,42.19,-64.05,-14.0,-55.46,106.44,-38.52,101.53
ETH,1d,c>ema50,1,L+S,3,8,7.85,-34.85,28.15,12.5,-1.84,-9.79,60.89,-1.65,22.81,-14.39,-34.85,41.64
BTC,1d,macd12/26,2,L+S,3,8,7.84,-50.8,31.11,11.6,22.03,-20.17,9.45,2.72,-50.8,31.31,17.52,50.67
XRP,1h,c>ema200,2,L+S,3,8,7.65,-229.15,109.04,137.9,37.1,-0.5,25.26,-77.51,-56.93,531.97,-169.03,-229.15
ETH,4h,ema10/30,1,L,3,8,7.15,-59.66,22.15,16.1,-21.67,-9.3,42.28,16.15,-59.66,5.72,43.44,40.24
BTC,4h,ema5/20,1,L+S,3,8,6.92,-28.3,26.1,49.8,-14.79,25.5,-28.3,-1.59,-20.19,71.32,8.22,15.17
BTC,1h,st3.0,1,L,3,8,6.75,-24.26,19.4,39.0,-24.26,-10.66,-4.63,6.42,-11.41,35.1,7.58,55.85
SOL,2h,c>ema50,1,L+S,3,8,6.65,-41.35,47.92,134.2,-7.38,-8.67,-29.05,-41.35,10.94,-37.23,-15.59,181.5
BTC,1h,ema20/100,2,L+S,3,8,6.36,-74.33,56.57,44.8,-45.7,39.42,-39.95,-6.21,-74.33,93.47,52.66,31.54
ETH,2h,macd12/26,1,L,3,8,6.34,-42.38,26.98,64.0,5.45,-31.52,73.78,11.35,-42.38,-18.05,19.34,32.75
SOL,2h,macd12/26,3,L+S,3,8,6.16,-225.96,175.0,130.9,36.73,-173.43,114.61,-17.22,65.4,-141.22,-225.96,390.36
BTC,1h,c>ema100,2,L,3,8,6.04,-68.07,46.83,88.8,-67.39,-1.03,-32.17,-0.17,-68.07,61.15,70.57,85.47
ETH,1h,ema20/50,3,L+S,3,8,6.04,-173.11,105.97,69.2,-40.32,79.85,-15.21,-24.69,-173.11,123.47,78.81,19.5
XRP,1h,c>ema100,1,L,3,8,5.96,-50.36,35.12,110.5,-31.31,-17.18,48.43,-16.97,-4.62,163.09,-50.36,-43.39
SOL,1h,macd12/26,1,L,3,8,5.89,-58.69,40.45,131.1,-37.12,-29.32,3.54,17.27,-2.99,-58.69,4.05,150.38
XRP,1h,ema5/20,2,L,3,8,5.54,-126.89,70.9,111.1,-50.15,-17.24,67.74,-38.94,52.68,236.15,-126.89,-79.04
ETH,1d,st3.0,1,L+S,3,8,5.52,-50.5,25.84,4.5,11.51,-32.52,35.6,40.77,45.66,-50.5,10.49,-16.82
XRP,1h,ema20/50,2,L+S,3,8,5.43,-166.76,86.66,70.0,19.96,-38.39,67.23,-50.0,17.47,331.95,-137.99,-166.76
ETH,2h,c>ema100,3,L,3,8,5.18,-113.39,83.98,52.0,-38.95,-97.55,115.18,53.51,-113.39,-12.39,148.51,-13.47
BTC,1d,st4.0,1,L+S,3,8,5.0,-4.04,14.91,3.5,3.5,8.33,-4.04,1.9,0.34,15.82,-2.27,16.38
ETH,2h,st2.0,3,L,3,8,4.91,-159.56,87.0,34.4,-24.42,-81.0,181.53,-14.11,-159.56,-27.84,109.64,55.01
SOL,2h,macd12/26,2,L+S,3,8,4.11,-150.64,116.67,130.9,24.49,-115.62,76.41,-11.48,43.6,-94.15,-150.64,260.24
BTC,4h,st2.0,1,L+S,3,8,3.97,-32.02,26.73,34.4,-7.3,21.1,-32.02,-7.0,-27.73,53.22,-19.26,50.77
ETH,2h,c>ema100,2,L,3,8,3.46,-75.59,55.99,52.0,-25.97,-65.03,76.79,35.68,-75.59,-8.26,99.01,-8.98
ETH,2h,st2.0,2,L,3,8,3.27,-106.37,58.0,34.4,-16.28,-54.0,121.02,-9.4,-106.37,-18.56,73.09,36.67
BTC,4h,st4.0,1,L+S,3,8,2.93,-20.42,21.53,14.9,3.96,12.07,-17.97,8.31,-10.02,-20.42,-8.59,56.13
XRP,1h,ema5/20,1,L,3,8,2.77,-63.44,35.45,111.1,-25.07,-8.62,33.87,-19.47,26.34,118.08,-63.44,-39.52
XRP,1h,ema20/50,1,L+S,3,8,2.72,-83.38,43.33,70.0,9.98,-19.19,33.61,-25.0,8.74,165.98,-69.0,-83.38
ETH,1h,ema20/50,1,L+S,3,8,2.01,-57.7,35.32,69.2,-13.44,26.62,-5.07,-8.23,-57.7,41.16,26.27,6.5
ETH,2h,c>ema100,1,L,3,8,1.73,-37.8,28.0,52.0,-12.98,-32.52,38.39,17.84,-37.8,-4.13,49.5,-4.49
SOL,2h,st2.0,1,L+S,3,8,1.44,-76.51,57.61,72.5,1.51,-33.25,7.77,-50.12,36.38,-42.14,-76.51,167.88
ETH,1h,st3.0,1,L,3,8,0.46,-37.81,26.22,38.4,-14.6,-16.71,60.55,-7.41,-37.81,-10.11,23.3,6.48
SOL,1h,c>ema100,1,L+S,3,8,-0.1,-46.94,48.33,189.2,-9.44,-9.22,-22.13,-28.82,-33.94,-46.94,3.1,146.56
ETH,1h,ema10/30,1,L,3,8,-0.29,-46.3,30.33,64.9,-9.91,-19.36,44.62,2.67,-46.3,27.25,-0.29,-1.02
ETH,1d,macd12/26,1,L+S,3,8,-0.34,-39.49,33.08,12.6,7.65,-20.58,-23.59,35.14,-39.49,-13.73,35.45,16.39
ETH,4h,ema10/30,1,L+S,3,8,-0.5,-63.36,32.32,32.6,-8.75,22.08,11.35,-5.6,-63.36,7.39,27.3,5.62
ETH,1h,ema10/30,2,L,3,8,-0.59,-92.6,60.66,64.9,-19.83,-38.73,89.25,5.33,-92.6,54.5,-0.58,-2.05
ETH,1d,macd12/26,2,L+S,3,8,-0.69,-78.99,66.16,12.6,15.3,-41.16,-47.17,70.29,-78.99,-27.45,70.89,32.78
XRP,1h,st4.0,1,L+S,3,8,-0.7,-189.94,53.99,47.9,12.49,18.62,13.57,-41.3,10.31,214.72,-44.1,-189.94
XRP,1h,c>ema50,2,L,3,8,-0.87,-131.24,79.82,152.4,-71.15,-21.11,88.59,-51.0,2.2,299.59,-122.82,-131.24
ETH,1h,ema10/30,3,L,3,8,-0.88,-138.9,90.99,64.9,-29.74,-58.09,133.87,8.0,-138.9,81.76,-0.88,-3.07
ETH,1d,macd12/26,3,L+S,3,8,-1.03,-118.48,99.25,12.6,22.96,-61.74,-70.76,105.43,-118.48,-41.18,106.34,49.17
XRP,1h,c>ema50,3,L,3,8,-1.3,-196.86,119.73,152.4,-106.73,-31.67,132.89,-76.49,3.3,449.39,-184.23,-196.86
ETH,4h,ema5/20,3,L+S,3,8,-1.72,-168.46,118.63,54.1,-38.76,40.94,-3.14,-25.29,-168.46,65.42,171.56,-56.01
XRP,1h,st3.0,1,L+S,3,8,-1.84,-189.61,56.17,70.6,14.11,-5.24,17.18,-41.47,57.07,187.2,-53.97,-189.61
BTC,2h,ema10/30,1,L+S,3,8,-1.95,-32.64,33.74,60.2,-14.35,27.09,-32.64,-13.18,-29.35,51.63,-19.16,14.39
ETH,1h,c>ema100,2,L,3,8,-2.43,-108.62,59.88,94.0,-29.37,-16.42,62.73,43.41,-108.62,-12.76,43.77,-2.16
SOL,1h,st3.0,1,L+S,3,8,-2.65,-50.84,54.37,79.6,-12.64,-10.26,13.25,-50.84,12.92,-41.21,-39.75,107.33
XRP,2h,c>ema50,1,L+S,3,8,-4.65,-106.36,49.96,155.1,-19.19,-3.72,63.96,-32.88,-2.13,139.29,-76.13,-106.36
ETH,1h,st2.0,1,L,3,8,-4.93,-43.81,34.16,68.5,-27.81,-25.56,44.55,16.29,-43.81,-18.78,30.64,-14.99
SOL,1h,st3.0,2,L+S,3,8,-5.3,-101.69,108.75,79.6,-25.28,-20.51,26.5,-101.69,25.84,-82.42,-79.5,214.65
ETH,1h,c>ema200,2,L,3,8,-6.49,-89.94,61.57,72.2,-31.86,-60.17,81.97,32.49,-89.94,-20.62,72.46,-36.26
XRP,1h,st2.0,1,L+S,3,8,-6.61,-169.64,53.49,131.4,-12.52,22.78,30.61,-11.84,90.65,88.59,-91.53,-169.64
ETH,1h,macd26/52,1,L+S,3,8,-7.49,-41.42,48.39,126.5,4.75,-26.14,57.57,-8.7,-12.67,-41.42,-14.51,-18.78
ETH,1h,ema5/20,1,L,3,8,-7.74,-45.04,33.32,112.1,-16.41,-27.17,30.73,9.93,-45.04,-26.07,1.86,10.25
SOL,1h,st3.0,3,L+S,3,8,-7.95,-152.53,163.12,79.6,-37.92,-30.77,39.75,-152.53,38.76,-123.64,-119.25,321.98
BTC,1h,macd12/26,1,L,3,8,-8.82,-22.81,26.81,132.9,-22.1,-22.81,-15.65,6.12,-10.16,-16.75,-0.39,11.2
XRP,2h,c>ema50,2,L+S,3,8,-9.29,-212.71,99.92,155.1,-38.39,-7.43,127.93,-65.75,-4.25,278.57,-152.25,-212.71
XRP,1h,macd12/26,2,L,3,8,-9.58,-154.89,78.01,141.1,-25.53,-37.24,21.26,19.5,10.73,115.44,-154.89,-25.89
ETH,1h,c>ema200,3,L,3,8,-9.74,-134.91,92.36,72.2,-47.79,-90.25,122.95,48.74,-134.91,-30.93,108.68,-54.39
BTC,2h,st3.0,2,L+S,3,8,-10.25,-68.81,66.21,40.4,-22.41,61.45,-68.81,-41.82,-47.47,85.35,-5.3,-42.96
ETH,2h,c>ema100,1,L+S,3,8,-10.28,-82.57,44.81,104.4,8.61,-24.93,3.84,-3.17,-18.85,-10.96,45.82,-82.57
BTC,2h,macd26/52,2,L+S,3,8,-10.29,-137.78,65.31,63.4,0.86,15.45,-59.35,-19.69,-30.7,91.17,-137.78,57.72
XRP,2h,macd26/52,1,L+S,3,8,-10.42,-108.77,50.96,66.8,-17.71,11.02,2.98,-29.93,6.69,95.63,-43.25,-108.77
BTC,4h,macd12/26,2,L+S,3,8,-10.54,-105.46,62.73,65.0,3.16,27.98,-56.14,-22.29,-36.24,49.79,-105.46,54.84
ETH,2h,c>ema50,2,L+S,3,8,-10.78,-85.71,82.85,132.4,-10.42,24.69,-1.88,-9.11,-54.25,26.02,24.45,-85.71
SOL,1h,ema5/20,2,L+S,3,8,-11.07,-84.07,118.13,207.4,16.32,-84.07,107.58,-60.31,-22.52,-79.94,-54.46,88.86
ETH,4h,c>ema50,2,L+S,3,8,-11.18,-107.22,75.7,75.9,3.31,-36.51,-13.12,4.53,-58.71,29.71,88.59,-107.22
XRP,4h,macd12/26,1,L+S,3,8,-12.3,-140.35,51.45,71.2,-15.39,35.34,-4.89,-31.99,11.2,94.67,-47.03,-140.35
SOL,1h,st2.0,1,L+S,3,8,-12.64,-44.39,59.01,140.4,19.26,9.82,-44.39,-13.48,15.84,-42.32,-22.77,-23.09
ETH,1h,st3.0,1,L+S,3,8,-12.8,-64.18,44.75,77.4,3.72,5.35,54.71,-53.65,-20.2,-27.69,-0.43,-64.18
SOL,1h,c>ema50,1,L+S,3,8,-13.93,-52.81,56.89,278.9,-32.29,-19.17,28.18,-41.62,-10.43,-51.61,-52.81,68.32
XRP,2h,c>ema50,3,L+S,3,8,-13.93,-319.07,149.88,155.1,-57.58,-11.15,191.89,-98.63,-6.38,417.86,-228.38,-319.07
ETH,1h,ema20/100,3,L+S,3,8,-13.94,-182.35,123.37,48.5,4.04,38.39,-32.51,23.38,-182.35,-3.46,206.87,-165.88
XRP,1h,macd12/26,3,L,3,8,-14.37,-232.33,117.0,141.1,-38.3,-55.86,31.89,29.25,16.09,173.16,-232.33,-38.84
XRP,1d,c>ema50,1,L+S,3,8,-14.63,-215.07,59.52,15.8,21.23,12.39,-39.99,-18.94,-89.48,234.16,-21.31,-215.07
ETH,1h,st2.0,3,L,3,8,-14.8,-131.42,102.47,68.5,-83.43,-76.67,133.66,48.88,-131.42,-56.35,91.92,-44.97
ETH,1h,macd26/52,2,L+S,3,8,-14.98,-82.84,96.79,126.5,9.49,-52.28,115.14,-17.4,-25.35,-82.84,-29.02,-37.56
BTC,2h,macd26/52,3,L+S,3,8,-15.44,-206.67,97.97,63.4,1.28,23.17,-89.02,-29.54,-46.05,136.75,-206.67,86.59
BTC,4h,macd12/26,3,L+S,3,8,-15.82,-158.2,94.09,65.0,4.74,41.98,-84.22,-33.43,-54.35,74.69,-158.2,82.25
ETH,2h,c>ema50,3,L+S,3,8,-16.16,-128.56,124.27,132.4,-15.63,37.03,-2.82,-13.66,-81.37,39.03,36.68,-128.56
SOL,1h,ema5/20,3,L+S,3,8,-16.6,-126.1,177.2,207.4,24.48,-126.1,161.36,-90.47,-33.77,-119.92,-81.68,133.29
BTC,2h,ema5/20,1,L+S,3,8,-16.67,-55.73,40.09,107.1,-21.05,-3.84,-29.14,-15.57,-46.38,47.69,-55.73,-9.32
ETH,4h,c>ema50,3,L+S,3,8,-16.77,-160.82,113.55,75.9,4.96,-54.76,-19.68,6.79,-88.07,44.57,132.88,-160.82
ETH,1h,c>ema200,1,L+S,3,8,-20.34,-109.91,49.1,144.9,2.23,-20.27,9.97,-5.95,-33.15,-24.5,18.86,-109.91
ETH,2h,c>ema100,2,L+S,3,8,-20.55,-165.14,89.62,104.4,17.22,-49.85,7.68,-6.34,-37.7,-21.91,91.63,-165.14
XRP,1d,ema20/50,3,L+S,3,8,-20.81,-570.07,105.66,4.2,106.25,14.66,-7.24,-83.8,-3.45,464.92,-87.72,-570.07
XRP,2h,macd26/52,2,L+S,3,8,-20.84,-217.53,101.91,66.8,-35.41,22.03,5.95,-59.86,13.38,191.27,-86.51,-217.53
ETH,2h,st2.0,2,L+S,3,8,-21.05,-105.21,86.75,69.2,34.25,-29.65,106.25,-97.55,-105.21,-49.53,52.51,-79.49
ETH,1h,macd26/52,3,L+S,3,8,-22.46,-124.26,145.19,126.5,14.24,-78.42,172.71,-26.09,-38.02,-124.26,-43.53,-56.34
ETH,1h,st2.0,1,L+S,3,8,-24.16,-105.09,55.59,137.4,-21.17,-12.83,21.27,-7.53,-33.46,-47.45,12.99,-105.09
XRP,4h,macd12/26,2,L+S,3,8,-24.61,-280.7,102.91,71.2,-30.78,70.68,-9.77,-63.98,22.4,189.34,-94.07,-280.7
XRP,1h,c>ema100,1,L+S,3,8,-24.78,-173.27,63.91,221.6,-23.07,-3.93,52.14,-41.03,-17.92,89.31,-80.46,-173.27
XRP,1h,ema5/20,1,L+S,3,8,-25.19,-162.85,64.74,222.5,-12.04,12.41,28.83,-46.41,41.31,44.51,-107.32,-162.85
SOL,1h,st2.0,2,L+S,3,8,-25.28,-88.78,118.01,140.4,38.52,19.64,-88.78,-26.96,31.69,-84.64,-45.54,-46.17
SOL,1h,c>ema50,2,L+S,3,8,-27.86,-105.61,113.79,278.9,-64.59,-38.35,56.36,-83.23,-20.86,-103.21,-105.61,136.64
ETH,1h,ema10/30,2,L+S,3,8,-28.91,-153.93,99.87,130.0,31.49,1.17,41.96,-67.74,-74.75,88.44,-97.96,-153.93
