coin,tf,signal,lev,mode,period,bh_ret,ret,beat_bh,n_trades,win_rate,max_dd
XRP,1h,ema10/50,2,L,bull_2021,277.94,562.76,True,118,0.28,91.05
XRP,1h,ema10/50,2,L+S,bull_2021,277.94,555.93,True,237,0.291,137.56
XRP,1h,ema10/50,3,L,bull_2021,277.94,844.14,True,118,0.28,136.57
XRP,1h,ema10/50,3,L+S,bull_2021,277.94,833.89,True,237,0.291,206.34
XRP,1h,c>ema50,1,L,bull_2021,277.94,140.9,False,363,0.187,63.69
XRP,1h,c>ema50,1,L+S,bull_2021,277.94,38.08,False,726,0.189,100.28
XRP,1h,c>ema50,2,L,bull_2021,277.94,281.81,True,363,0.187,127.38
XRP,1h,c>ema50,2,L+S,bull_2021,277.94,76.16,False,726,0.189,200.56
XRP,1h,c>ema50,3,L,bull_2021,277.94,422.71,True,363,0.187,191.08
XRP,1h,c>ema50,3,L+S,bull_2021,277.94,114.24,False,726,0.189,300.85
XRP,1h,c>ema100,1,L,bull_2021,277.94,166.87,False,243,0.148,62.09
XRP,1h,c>ema100,1,L+S,bull_2021,277.94,68.69,False,487,0.168,91.3
XRP,1h,c>ema100,2,L,bull_2021,277.94,333.74,True,243,0.148,124.18
XRP,1h,c>ema100,2,L+S,bull_2021,277.94,137.38,False,487,0.168,182.59
XRP,1h,c>ema100,3,L,bull_2021,277.94,500.61,True,243,0.148,186.28
XRP,1h,c>ema100,3,L+S,bull_2021,277.94,206.08,False,487,0.168,273.89
XRP,1h,c>ema200,1,L,bull_2021,277.94,158.03,False,157,0.127,52.17
XRP,1h,c>ema200,1,L+S,bull_2021,277.94,60.65,False,315,0.133,115.41
XRP,1h,c>ema200,2,L,bull_2021,277.94,316.05,True,157,0.127,104.33
XRP,1h,c>ema200,2,L+S,bull_2021,277.94,121.29,False,315,0.133,230.82
XRP,1h,c>ema200,3,L,bull_2021,277.94,474.08,True,157,0.127,156.5
XRP,1h,c>ema200,3,L+S,bull_2021,277.94,181.94,False,315,0.133,346.24
XRP,1h,macd12/26,1,L,bull_2021,277.94,79.46,False,353,0.3,87.05
XRP,1h,macd12/26,1,L+S,bull_2021,277.94,-79.26,False,706,0.313,179.54
XRP,1h,macd12/26,2,L,bull_2021,277.94,158.92,False,353,0.3,174.09
XRP,1h,macd12/26,2,L+S,bull_2021,277.94,-158.52,False,706,0.313,359.08
XRP,1h,macd12/26,3,L,bull_2021,277.94,238.39,False,353,0.3,261.14
XRP,1h,macd12/26,3,L+S,bull_2021,277.94,-237.78,False,706,0.313,538.62
XRP,1h,macd26/52,1,L,bull_2021,277.94,130.26,False,164,0.311,63.01
XRP,1h,macd26/52,1,L+S,bull_2021,277.94,35.56,False,328,0.335,134.04
XRP,1h,macd26/52,2,L,bull_2021,277.94,260.53,False,164,0.311,126.03
