coin,tf,signal,lev,mode,period,ret,bh_ret,beat_bh,n_trades,win_rate,max_dd
BTC,1h,macd12/26,3,L+S,bull_2024h2,-237.05,47.4,False,344,0.305,249.68
BTC,1h,macd26/52,1,L,bull_2024h2,15.43,47.4,False,80,0.35,18.24
BTC,1h,macd26/52,1,L+S,bull_2024h2,-15.38,47.4,False,159,0.327,38.16
BTC,1h,macd26/52,2,L,bull_2024h2,30.87,47.4,False,80,0.35,36.47
BTC,1h,macd26/52,2,L+S,bull_2024h2,-30.76,47.4,False,159,0.327,76.32
BTC,1h,macd26/52,3,L,bull_2024h2,46.3,47.4,False,80,0.35,54.71
BTC,1h,macd26/52,3,L+S,bull_2024h2,-46.14,47.4,False,159,0.327,114.48
BTC,1h,st2.0,1,L,bull_2024h2,8.78,47.4,False,92,0.348,18.86
BTC,1h,st2.0,1,L+S,bull_2024h2,-29.09,47.4,False,184,0.321,46.32
BTC,1h,st2.0,2,L,bull_2024h2,17.55,47.4,False,92,0.348,37.73
BTC,1h,st2.0,2,L+S,bull_2024h2,-58.17,47.4,False,184,0.321,92.64
BTC,1h,st2.0,3,L,bull_2024h2,26.33,47.4,False,92,0.348,56.59
BTC,1h,st2.0,3,L+S,bull_2024h2,-87.26,47.4,False,184,0.321,138.96
BTC,1h,st3.0,1,L,bull_2024h2,35.1,47.4,False,48,0.375,9.6
BTC,1h,st3.0,1,L+S,bull_2024h2,23.66,47.4,False,95,0.368,30.77
BTC,1h,st3.0,2,L,bull_2024h2,70.19,47.4,True,48,0.375,19.2
BTC,1h,st3.0,2,L+S,bull_2024h2,47.32,47.4,False,95,0.368,61.55
BTC,1h,st3.0,3,L,bull_2024h2,105.29,47.4,True,48,0.375,28.8
BTC,1h,st3.0,3,L+S,bull_2024h2,70.97,47.4,True,95,0.368,92.32
BTC,1h,st4.0,1,L,bull_2024h2,19.71,47.4,False,36,0.417,20.02
BTC,1h,st4.0,1,L+S,bull_2024h2,-6.9,47.4,False,71,0.352,28.99
BTC,1h,st4.0,2,L,bull_2024h2,39.42,47.4,False,36,0.417,40.03
BTC,1h,st4.0,2,L+S,bull_2024h2,-13.81,47.4,False,71,0.352,57.99
BTC,1h,st4.0,3,L,bull_2024h2,59.12,47.4,True,36,0.417,60.05
BTC,1h,st4.0,3,L+S,bull_2024h2,-20.71,47.4,False,71,0.352,86.98
BTC,1h,ema20/50,1,L,bear_2024h1,12.84,43.5,False,49,0.286,21.17
BTC,1h,ema20/50,1,L+S,bear_2024h1,-19.45,43.5,False,97,0.268,35.17
BTC,1h,ema20/50,2,L,bear_2024h1,25.68,43.5,False,49,0.286,42.34
BTC,1h,ema20/50,2,L+S,bear_2024h1,-38.9,43.5,False,97,0.268,70.34
BTC,1h,ema20/50,3,L,bear_2024h1,38.52,43.5,False,49,0.286,63.52
BTC,1h,ema20/50,3,L+S,bear_2024h1,-58.35,43.5,False,97,0.268,105.51
BTC,1h,ema50/200,1,L,bear_2024h1,46.23,43.5,True,12,0.25,19.05
BTC,1h,ema50/200,1,L+S,bear_2024h1,37.4,43.5,False,25,0.32,30.04
BTC,1h,ema50/200,2,L,bear_2024h1,92.46,43.5,True,12,0.25,38.11
BTC,1h,ema50/200,2,L+S,bear_2024h1,74.81,43.5,True,25,0.32,60.08
BTC,1h,ema50/200,3,L,bear_2024h1,138.69,43.5,True,12,0.25,57.16
BTC,1h,ema50/200,3,L+S,bear_2024h1,112.21,43.5,True,25,0.32,90.12
BTC,1h,ema10/30,1,L,bear_2024h1,11.16,43.5,False,81,0.259,19.49
BTC,1h,ema10/30,1,L+S,bear_2024h1,-22.01,43.5,False,161,0.261,28.36
BTC,1h,ema10/30,2,L,bear_2024h1,22.33,43.5,False,81,0.259,38.98
BTC,1h,ema10/30,2,L+S,bear_2024h1,-44.02,43.5,False,161,0.261,56.72
BTC,1h,ema10/30,3,L,bear_2024h1,33.49,43.5,False,81,0.259,58.46
BTC,1h,ema10/30,3,L+S,bear_2024h1,-66.03,43.5,False,161,0.261,85.08
BTC,1h,ema20/100,1,L,bear_2024h1,36.48,43.5,False,25,0.36,14.79
BTC,1h,ema20/100,1,L+S,bear_2024h1,26.33,43.5,False,50,0.3,25.09
BTC,1h,ema20/100,2,L,bear_2024h1,72.96,43.5,True,25,0.36,29.57
BTC,1h,ema20/100,2,L+S,bear_2024h1,52.66,43.5,True,50,0.3,50.18
BTC,1h,ema20/100,3,L,bear_2024h1,109.44,43.5,True,25,0.36,44.36
BTC,1h,ema20/100,3,L+S,bear_2024h1,78.99,43.5,True,50,0.3,75.27
BTC,1h,ema5/20,1,L,bear_2024h1,-1.55,43.5,False,142,0.232,24.24
BTC,1h,ema5/20,1,L+S,bear_2024h1,-47.64,43.5,False,284,0.225,50.89
BTC,1h,ema5/20,2,L,bear_2024h1,-3.1,43.5,False,142,0.232,48.47
BTC,1h,ema5/20,2,L+S,bear_2024h1,-95.27,43.5,False,284,0.225,101.78
BTC,1h,ema5/20,3,L,bear_2024h1,-4.66,43.5,False,142,0.232,72.71
BTC,1h,ema5/20,3,L+S,bear_2024h1,-142.91,43.5,False,284,0.225,152.66
BTC,1h,c>ema50,1,L,bear_2024h1,-7.2,43.5,False,190,0.153,23.82
BTC,1h,c>ema50,1,L+S,bear_2024h1,-59.31,43.5,False,379,0.148,63.65
BTC,1h,c>ema50,2,L,bear_2024h1,-14.41,43.5,False,190,0.153,47.64
BTC,1h,c>ema50,2,L+S,bear_2024h1,-118.61,43.5,False,379,0.148,127.3
BTC,1h,c>ema50,3,L,bear_2024h1,-21.61,43.5,False,190,0.153,71.46
BTC,1h,c>ema50,3,L+S,bear_2024h1,-177.92,43.5,False,379,0.148,190.96
BTC,1h,c>ema100,1,L,bear_2024h1,35.29,43.5,False,92,0.217,11.7
BTC,1h,c>ema100,1,L+S,bear_2024h1,24.89,43.5,False,184,0.19,13.72
BTC,1h,c>ema100,2,L,bear_2024h1,70.57,43.5,True,92,0.217,23.39
BTC,1h,c>ema100,2,L+S,bear_2024h1,49.77,43.5,True,184,0.19,27.45
BTC,1h,c>ema100,3,L,bear_2024h1,105.86,43.5,True,92,0.217,35.09
BTC,1h,c>ema100,3,L+S,bear_2024h1,74.66,43.5,True,184,0.19,41.17
BTC,1h,c>ema200,1,L,bear_2024h1,22.76,43.5,False,77,0.169,19.43
BTC,1h,c>ema200,1,L+S,bear_2024h1,0.52,43.5,False,154,0.136,37.88
BTC,1h,c>ema200,2,L,bear_2024h1,45.51,43.5,True,77,0.169,38.86
BTC,1h,c>ema200,2,L+S,bear_2024h1,1.05,43.5,False,154,0.136,75.77
BTC,1h,c>ema200,3,L,bear_2024h1,68.27,43.5,True,77,0.169,58.3
BTC,1h,c>ema200,3,L+S,bear_2024h1,1.57,43.5,False,154,0.136,113.65
BTC,1h,macd12/26,1,L,bear_2024h1,-0.39,43.5,False,162,0.37,26.04
BTC,1h,macd12/26,1,L+S,bear_2024h1,-45.77,43.5,False,324,0.333,72.09
BTC,1h,macd12/26,2,L,bear_2024h1,-0.78,43.5,False,162,0.37,52.09
BTC,1h,macd12/26,2,L+S,bear_2024h1,-91.54,43.5,False,324,0.333,144.17
BTC,1h,macd12/26,3,L,bear_2024h1,-1.18,43.5,False,162,0.37,78.13
BTC,1h,macd12/26,3,L+S,bear_2024h1,-137.31,43.5,False,324,0.333,216.26
BTC,1h,macd26/52,1,L,bear_2024h1,31.05,43.5,False,78,0.423,13.72
BTC,1h,macd26/52,1,L+S,bear_2024h1,17.71,43.5,False,155,0.381,19.06
BTC,1h,macd26/52,2,L,bear_2024h1,62.1,43.5,True,78,0.423,27.44
BTC,1h,macd26/52,2,L+S,bear_2024h1,35.42,43.5,False,155,0.381,38.13
BTC,1h,macd26/52,3,L,bear_2024h1,93.15,43.5,True,78,0.423,41.17
BTC,1h,macd26/52,3,L+S,bear_2024h1,53.13,43.5,True,155,0.381,57.19
BTC,1h,st2.0,1,L,bear_2024h1,13.0,43.5,False,81,0.309,13.37
BTC,1h,st2.0,1,L+S,bear_2024h1,-18.97,43.5,False,161,0.298,30.52
BTC,1h,st2.0,2,L,bear_2024h1,26.0,43.5,False,81,0.309,26.74
BTC,1h,st2.0,2,L+S,bear_2024h1,-37.93,43.5,False,161,0.298,61.05
BTC,1h,st2.0,3,L,bear_2024h1,39.0,43.5,False,81,0.309,40.1
BTC,1h,st2.0,3,L+S,bear_2024h1,-56.9,43.5,False,161,0.298,91.57
BTC,1h,st3.0,1,L,bear_2024h1,7.58,43.5,False,51,0.333,24.89
BTC,1h,st3.0,1,L+S,bear_2024h1,-30.25,43.5,False,101,0.317,41.9
BTC,1h,st3.0,2,L,bear_2024h1,15.16,43.5,False,51,0.333,49.78
BTC,1h,st3.0,2,L+S,bear_2024h1,-60.5,43.5,False,101,0.317,83.8
BTC,1h,st3.0,3,L,bear_2024h1,22.74,43.5,False,51,0.333,74.67
BTC,1h,st3.0,3,L+S,bear_2024h1,-90.76,43.5,False,101,0.317,125.7
BTC,1h,st4.0,1,L,bear_2024h1,0.68,43.5,False,39,0.385,24.14
BTC,1h,st4.0,1,L+S,bear_2024h1,-44.07,43.5,False,77,0.325,48.66
BTC,1h,st4.0,2,L,bear_2024h1,1.35,43.5,False,39,0.385,48.28
BTC,1h,st4.0,2,L+S,bear_2024h1,-88.14,43.5,False,77,0.325,97.33
BTC,1h,st4.0,3,L,bear_2024h1,2.03,43.5,False,39,0.385,72.41
BTC,1h,st4.0,3,L+S,bear_2024h1,-132.21,43.5,False,77,0.325,145.99
BTC,1h,ema20/50,1,L,bull_2023,56.01,155.2,False,85,0.247,34.8
BTC,1h,ema20/50,1,L+S,bull_2023,2.39,155.2,False,170,0.206,73.13
BTC,1h,ema20/50,2,L,bull_2023,112.03,155.2,False,85,0.247,69.6
BTC,1h,ema20/50,2,L+S,bull_2023,4.78,155.2,False,170,0.206,146.27
BTC,1h,ema20/50,3,L,bull_2023,168.04,155.2,True,85,0.247,104.41
BTC,1h,ema20/50,3,L+S,bull_2023,7.16,155.2,False,170,0.206,219.4
BTC,1h,ema50/200,1,L,bull_2023,77.38,155.2,False,21,0.429,14.75
BTC,1h,ema50/200,1,L+S,bull_2023,48.32,155.2,False,43,0.302,26.45
BTC,1h,ema50/200,2,L,bull_2023,154.75,155.2,False,21,0.429,29.5
BTC,1h,ema50/200,2,L+S,bull_2023,96.63,155.2,False,43,0.302,52.89
BTC,1h,ema50/200,3,L,bull_2023,232.13,155.2,True,21,0.429,44.25
BTC,1h,ema50/200,3,L+S,bull_2023,144.95,155.2,False,43,0.302,79.34
BTC,1h,ema10/30,1,L,bull_2023,43.07,155.2,False,160,0.244,38.01
BTC,1h,ema10/30,1,L+S,bull_2023,-20.31,155.2,False,320,0.216,78.05
BTC,1h,ema10/30,2,L,bull_2023,86.14,155.2,False,160,0.244,76.01
BTC,1h,ema10/30,2,L+S,bull_2023,-40.62,155.2,False,320,0.216,156.09
BTC,1h,ema10/30,3,L,bull_2023,129.21,155.2,False,160,0.244,114.02
BTC,1h,ema10/30,3,L+S,bull_2023,-60.93,155.2,False,320,0.216,234.14
BTC,1h,ema20/100,1,L,bull_2023,63.0,155.2,False,52,0.269,29.55
BTC,1h,ema20/100,1,L+S,bull_2023,15.77,155.2,False,105,0.248,57.59
BTC,1h,ema20/100,2,L,bull_2023,126.0,155.2,False,52,0.269,59.1
BTC,1h,ema20/100,2,L+S,bull_2023,31.54,155.2,False,105,0.248,115.19
BTC,1h,ema20/100,3,L,bull_2023,189.0,155.2,True,52,0.269,88.65
BTC,1h,ema20/100,3,L+S,bull_2023,47.31,155.2,False,105,0.248,172.78
BTC,1h,ema5/20,1,L,bull_2023,26.12,155.2,False,284,0.229,38.24
BTC,1h,ema5/20,1,L+S,bull_2023,-54.47,155.2,False,568,0.199,81.01
BTC,1h,ema5/20,2,L,bull_2023,52.25,155.2,False,284,0.229,76.48
BTC,1h,ema5/20,2,L+S,bull_2023,-108.94,155.2,False,568,0.199,162.01
BTC,1h,ema5/20,3,L,bull_2023,78.37,155.2,False,284,0.229,114.72
BTC,1h,ema5/20,3,L+S,bull_2023,-163.4,155.2,False,568,0.199,243.02
BTC,1h,c>ema50,1,L,bull_2023,12.99,155.2,False,383,0.151,40.14
BTC,1h,c>ema50,1,L+S,bull_2023,-79.94,155.2,False,767,0.134,104.77
BTC,1h,c>ema50,2,L,bull_2023,25.97,155.2,False,383,0.151,80.29
BTC,1h,c>ema50,2,L+S,bull_2023,-159.89,155.2,False,767,0.134,209.54
BTC,1h,c>ema50,3,L,bull_2023,38.96,155.2,False,383,0.151,120.43
BTC,1h,c>ema50,3,L+S,bull_2023,-239.83,155.2,False,767,0.134,314.31
BTC,1h,c>ema100,1,L,bull_2023,42.73,155.2,False,216,0.125,41.26
BTC,1h,c>ema100,1,L+S,bull_2023,-23.64,155.2,False,433,0.127,85.42
BTC,1h,c>ema100,2,L,bull_2023,85.47,155.2,False,216,0.125,82.52
BTC,1h,c>ema100,2,L+S,bull_2023,-47.29,155.2,False,433,0.127,170.83
BTC,1h,c>ema100,3,L,bull_2023,128.2,155.2,False,216,0.125,123.77
BTC,1h,c>ema100,3,L+S,bull_2023,-70.93,155.2,False,433,0.127,256.25
BTC,1h,c>ema200,1,L,bull_2023,57.33,155.2,False,152,0.118,28.66
BTC,1h,c>ema200,1,L+S,bull_2023,4.04,155.2,False,305,0.105,57.31
BTC,1h,c>ema200,2,L,bull_2023,114.66,155.2,False,152,0.118,57.32
BTC,1h,c>ema200,2,L+S,bull_2023,8.08,155.2,False,305,0.105,114.62
BTC,1h,c>ema200,3,L,bull_2023,171.99,155.2,True,152,0.118,85.98
BTC,1h,c>ema200,3,L+S,bull_2023,12.12,155.2,False,305,0.105,171.93
BTC,1h,macd12/26,1,L,bull_2023,11.2,155.2,False,334,0.338,40.4
BTC,1h,macd12/26,1,L+S,bull_2023,-81.46,155.2,False,669,0.296,93.48
BTC,1h,macd12/26,2,L,bull_2023,22.39,155.2,False,334,0.338,80.81
BTC,1h,macd12/26,2,L+S,bull_2023,-162.92,155.2,False,669,0.296,186.97
BTC,1h,macd12/26,3,L,bull_2023,33.59,155.2,False,334,0.338,121.21
BTC,1h,macd12/26,3,L+S,bull_2023,-244.38,155.2,False,669,0.296,280.45
BTC,1h,macd26/52,1,L,bull_2023,40.44,155.2,False,154,0.286,31.05
BTC,1h,macd26/52,1,L+S,bull_2023,-25.25,155.2,False,307,0.264,74.1
BTC,1h,macd26/52,2,L,bull_2023,80.87,155.2,False,154,0.286,62.1
BTC,1h,macd26/52,2,L+S,bull_2023,-50.51,155.2,False,307,0.264,148.21
BTC,1h,macd26/52,3,L,bull_2023,121.31,155.2,False,154,0.286,93.15
BTC,1h,macd26/52,3,L+S,bull_2023,-75.76,155.2,False,307,0.264,222.31
BTC,1h,st2.0,1,L,bull_2023,44.95,155.2,False,148,0.318,26.16
BTC,1h,st2.0,1,L+S,bull_2023,-14.75,155.2,False,296,0.294,61.19
BTC,1h,st2.0,2,L,bull_2023,89.91,155.2,False,148,0.318,52.32
BTC,1h,st2.0,2,L+S,bull_2023,-29.5,155.2,False,296,0.294,122.39
BTC,1h,st2.0,3,L,bull_2023,134.86,155.2,False,148,0.318,78.48
BTC,1h,st2.0,3,L+S,bull_2023,-44.25,155.2,False,296,0.294,183.58
BTC,1h,st3.0,1,L,bull_2023,55.85,155.2,False,89,0.281,22.03
BTC,1h,st3.0,1,L+S,bull_2023,4.19,155.2,False,178,0.275,49.21
BTC,1h,st3.0,2,L,bull_2023,111.7,155.2,False,89,0.281,44.06
BTC,1h,st3.0,2,L+S,bull_2023,8.38,155.2,False,178,0.275,98.42
BTC,1h,st3.0,3,L,bull_2023,167.55,155.2,True,89,0.281,66.09
BTC,1h,st3.0,3,L+S,bull_2023,12.57,155.2,False,178,0.275,147.63
BTC,1h,st4.0,1,L,bull_2023,33.48,155.2,False,68,0.191,42.79
BTC,1h,st4.0,1,L+S,bull_2023,-43.36,155.2,False,136,0.199,94.05
BTC,1h,st4.0,2,L,bull_2023,66.96,155.2,False,68,0.191,85.57
BTC,1h,st4.0,2,L+S,bull_2023,-86.73,155.2,False,136,0.199,188.1
BTC,1h,st4.0,3,L,bull_2023,100.45,155.2,False,68,0.191,128.36
BTC,1h,st4.0,3,L+S,bull_2023,-130.09,155.2,False,136,0.199,282.15
BTC,2h,ema20/50,1,L,bear_2026q1,-32.72,-26.8,False,16,0.125,31.62
BTC,2h,ema20/50,1,L+S,bear_2026q1,-37.34,-26.8,False,32,0.188,39.95
BTC,2h,ema20/50,2,L,bear_2026q1,-65.44,-26.8,False,16,0.125,63.25
BTC,2h,ema20/50,2,L+S,bear_2026q1,-74.68,-26.8,False,32,0.188,79.9
BTC,2h,ema20/50,3,L,bear_2026q1,-98.16,-26.8,False,16,0.125,94.87
BTC,2h,ema20/50,3,L+S,bear_2026q1,-112.03,-26.8,False,32,0.188,119.86
BTC,2h,ema50/200,1,L,bear_2026q1,-7.97,-26.8,True,4,0.0,5.75
BTC,2h,ema50/200,1,L+S,bear_2026q1,10.19,-26.8,True,9,0.222,13.6
BTC,2h,ema50/200,2,L,bear_2026q1,-15.95,-26.8,True,4,0.0,11.5
BTC,2h,ema50/200,2,L+S,bear_2026q1,20.38,-26.8,True,9,0.222,27.2
BTC,2h,ema50/200,3,L,bear_2026q1,-23.92,-26.8,True,4,0.0,17.24
BTC,2h,ema50/200,3,L+S,bear_2026q1,30.57,-26.8,True,9,0.222,40.8
BTC,2h,ema10/30,1,L,bear_2026q1,-21.36,-26.8,True,21,0.095,20.13
BTC,2h,ema10/30,1,L+S,bear_2026q1,-14.35,-26.8,True,43,0.233,34.45
BTC,2h,ema10/30,2,L,bear_2026q1,-42.73,-26.8,False,21,0.095,40.26
BTC,2h,ema10/30,2,L+S,bear_2026q1,-28.71,-26.8,False,43,0.233,68.9
BTC,2h,ema10/30,3,L,bear_2026q1,-64.09,-26.8,False,21,0.095,60.39
BTC,2h,ema10/30,3,L+S,bear_2026q1,-43.06,-26.8,False,43,0.233,103.35
BTC,2h,ema20/100,1,L,bear_2026q1,-14.72,-26.8,True,10,0.2,13.22
BTC,2h,ema20/100,1,L+S,bear_2026q1,-2.48,-26.8,True,20,0.25,27.65
BTC,2h,ema20/100,2,L,bear_2026q1,-29.43,-26.8,False,10,0.2,26.43
BTC,2h,ema20/100,2,L+S,bear_2026q1,-4.95,-26.8,True,20,0.25,55.31
BTC,2h,ema20/100,3,L,bear_2026q1,-44.15,-26.8,False,10,0.2,39.65
BTC,2h,ema20/100,3,L+S,bear_2026q1,-7.43,-26.8,True,20,0.25,82.96
BTC,2h,ema5/20,1,L,bear_2026q1,-25.31,-26.8,True,30,0.2,27.17
BTC,2h,ema5/20,1,L+S,bear_2026q1,-21.05,-26.8,True,61,0.311,32.58
BTC,2h,ema5/20,2,L,bear_2026q1,-50.62,-26.8,False,30,0.2,54.34
BTC,2h,ema5/20,2,L+S,bear_2026q1,-42.09,-26.8,False,61,0.311,65.16
BTC,2h,ema5/20,3,L,bear_2026q1,-75.92,-26.8,False,30,0.2,81.51
BTC,2h,ema5/20,3,L+S,bear_2026q1,-63.14,-26.8,False,61,0.311,97.74
BTC,2h,c>ema50,1,L,bear_2026q1,-29.11,-26.8,False,45,0.089,29.26
BTC,2h,c>ema50,1,L+S,bear_2026q1,-29.55,-26.8,False,91,0.165,41.2
BTC,2h,c>ema50,2,L,bear_2026q1,-58.23,-26.8,False,45,0.089,58.52
BTC,2h,c>ema50,2,L+S,bear_2026q1,-59.1,-26.8,False,91,0.165,82.39
BTC,2h,c>ema50,3,L,bear_2026q1,-87.34,-26.8,False,45,0.089,87.77
BTC,2h,c>ema50,3,L+S,bear_2026q1,-88.65,-26.8,False,91,0.165,123.59
BTC,2h,c>ema100,1,L,bear_2026q1,-24.04,-26.8,True,37,0.081,23.47
BTC,2h,c>ema100,1,L+S,bear_2026q1,-19.76,-26.8,True,75,0.133,33.87
BTC,2h,c>ema100,2,L,bear_2026q1,-48.09,-26.8,False,37,0.081,46.94
BTC,2h,c>ema100,2,L+S,bear_2026q1,-39.53,-26.8,False,75,0.133,67.74
BTC,2h,c>ema100,3,L,bear_2026q1,-72.13,-26.8,False,37,0.081,70.41
BTC,2h,c>ema100,3,L+S,bear_2026q1,-59.29,-26.8,False,75,0.133,101.61
BTC,2h,c>ema200,1,L,bear_2026q1,-16.51,-26.8,True,19,0.105,16.47
BTC,2h,c>ema200,1,L+S,bear_2026q1,-5.94,-26.8,True,39,0.128,30.87
BTC,2h,c>ema200,2,L,bear_2026q1,-33.02,-26.8,False,19,0.105,32.93
BTC,2h,c>ema200,2,L+S,bear_2026q1,-11.89,-26.8,True,39,0.128,61.74
BTC,2h,c>ema200,3,L,bear_2026q1,-49.53,-26.8,False,19,0.105,49.4
BTC,2h,c>ema200,3,L+S,bear_2026q1,-17.83,-26.8,True,39,0.128,92.61
BTC,2h,macd12/26,1,L,bear_2026q1,-11.53,-26.8,True,35,0.343,25.29
BTC,2h,macd12/26,1,L+S,bear_2026q1,5.9,-26.8,True,71,0.38,34.48
BTC,2h,macd12/26,2,L,bear_2026q1,-23.06,-26.8,True,35,0.343,50.59
BTC,2h,macd12/26,2,L+S,bear_2026q1,11.8,-26.8,True,71,0.38,68.97
BTC,2h,macd12/26,3,L,bear_2026q1,-34.59,-26.8,False,35,0.343,75.88
BTC,2h,macd12/26,3,L+S,bear_2026q1,17.71,-26.8,True,71,0.38,103.45
BTC,2h,macd26/52,1,L,bear_2026q1,-14.62,-26.8,True,17,0.412,19.83
BTC,2h,macd26/52,1,L+S,bear_2026q1,0.43,-26.8,True,35,0.457,19.45
BTC,2h,macd26/52,2,L,bear_2026q1,-29.25,-26.8,False,17,0.412,39.66
BTC,2h,macd26/52,2,L+S,bear_2026q1,0.86,-26.8,True,35,0.457,38.89
BTC,2h,macd26/52,3,L,bear_2026q1,-43.87,-26.8,False,17,0.412,59.49
BTC,2h,macd26/52,3,L+S,bear_2026q1,1.28,-26.8,True,35,0.457,58.34
BTC,2h,st2.0,1,L,bear_2026q1,-21.52,-26.8,True,24,0.292,26.49
BTC,2h,st2.0,1,L+S,bear_2026q1,-15.55,-26.8,True,49,0.347,47.75
BTC,2h,st2.0,2,L,bear_2026q1,-43.04,-26.8,False,24,0.292,52.98
BTC,2h,st2.0,2,L+S,bear_2026q1,-31.11,-26.8,False,49,0.347,95.49
BTC,2h,st2.0,3,L,bear_2026q1,-64.56,-26.8,False,24,0.292,79.47
BTC,2h,st2.0,3,L+S,bear_2026q1,-46.66,-26.8,False,49,0.347,143.24
BTC,2h,st3.0,1,L,bear_2026q1,-19.81,-26.8,True,14,0.143,19.24
BTC,2h,st3.0,1,L+S,bear_2026q1,-11.2,-26.8,True,29,0.241,26.99
BTC,2h,st3.0,2,L,bear_2026q1,-39.62,-26.8,False,14,0.143,38.48
BTC,2h,st3.0,2,L+S,bear_2026q1,-22.41,-26.8,True,29,0.241,53.98
BTC,2h,st3.0,3,L,bear_2026q1,-59.44,-26.8,False,14,0.143,57.72
BTC,2h,st3.0,3,L+S,bear_2026q1,-33.61,-26.8,False,29,0.241,80.97
BTC,2h,st4.0,1,L,bear_2026q1,-19.71,-26.8,True,9,0.222,17.87
BTC,2h,st4.0,1,L+S,bear_2026q1,-10.12,-26.8,True,18,0.278,19.47
BTC,2h,st4.0,2,L,bear_2026q1,-39.43,-26.8,False,9,0.222,35.74
BTC,2h,st4.0,2,L+S,bear_2026q1,-20.24,-26.8,True,18,0.278,38.94
BTC,2h,st4.0,3,L,bear_2026q1,-59.14,-26.8,False,9,0.222,53.61
BTC,2h,st4.0,3,L+S,bear_2026q1,-30.36,-26.8,False,18,0.278,58.41
BTC,2h,ema20/50,1,L,bear_2025q4,-2.33,-23.3,True,9,0.333,11.08
BTC,2h,ema20/50,1,L+S,bear_2025q4,17.62,-23.3,True,17,0.412,9.43
BTC,2h,ema20/50,2,L,bear_2025q4,-4.66,-23.3,True,9,0.333,22.17
BTC,2h,ema20/50,2,L+S,bear_2025q4,35.23,-23.3,True,17,0.412,18.85
BTC,2h,ema20/50,3,L,bear_2025q4,-6.99,-23.3,True,9,0.333,33.25
BTC,2h,ema20/50,3,L+S,bear_2025q4,52.85,-23.3,True,17,0.412,28.28
BTC,2h,ema50/200,1,L,bear_2025q4,-13.59,-23.3,True,3,0.0,11.21
BTC,2h,ema50/200,1,L+S,bear_2025q4,-4.77,-23.3,True,6,0.167,18.38
BTC,2h,ema50/200,2,L,bear_2025q4,-27.18,-23.3,False,3,0.0,22.41
BTC,2h,ema50/200,2,L+S,bear_2025q4,-9.54,-23.3,True,6,0.167,36.75
BTC,2h,ema50/200,3,L,bear_2025q4,-40.77,-23.3,False,3,0.0,33.62
BTC,2h,ema50/200,3,L+S,bear_2025q4,-14.31,-23.3,True,6,0.167,55.13
BTC,2h,ema10/30,1,L,bear_2025q4,2.67,-23.3,True,12,0.25,9.59
BTC,2h,ema10/30,1,L+S,bear_2025q4,27.09,-23.3,True,23,0.391,12.95
BTC,2h,ema10/30,2,L,bear_2025q4,5.33,-23.3,True,12,0.25,19.18
BTC,2h,ema10/30,2,L+S,bear_2025q4,54.18,-23.3,True,23,0.391,25.9
BTC,2h,ema10/30,3,L,bear_2025q4,8.0,-23.3,True,12,0.25,28.77
BTC,2h,ema10/30,3,L+S,bear_2025q4,81.27,-23.3,True,23,0.391,38.85
BTC,2h,ema20/100,1,L,bear_2025q4,-4.37,-23.3,True,5,0.2,5.32
BTC,2h,ema20/100,1,L+S,bear_2025q4,14.7,-23.3,True,9,0.444,3.38
BTC,2h,ema20/100,2,L,bear_2025q4,-8.75,-23.3,True,5,0.2,10.63
BTC,2h,ema20/100,2,L+S,bear_2025q4,29.4,-23.3,True,9,0.444,6.77
BTC,2h,ema20/100,3,L,bear_2025q4,-13.12,-23.3,True,5,0.2,15.95
BTC,2h,ema20/100,3,L+S,bear_2025q4,44.1,-23.3,True,9,0.444,10.15
BTC,2h,ema5/20,1,L,bear_2025q4,-13.05,-23.3,True,28,0.179,20.02
BTC,2h,ema5/20,1,L+S,bear_2025q4,-3.84,-23.3,True,56,0.25,16.23
BTC,2h,ema5/20,2,L,bear_2025q4,-26.1,-23.3,False,28,0.179,40.04
BTC,2h,ema5/20,2,L+S,bear_2025q4,-7.67,-23.3,True,56,0.25,32.45
BTC,2h,ema5/20,3,L,bear_2025q4,-39.16,-23.3,False,28,0.179,60.06
BTC,2h,ema5/20,3,L+S,bear_2025q4,-11.51,-23.3,True,56,0.25,48.68
BTC,2h,c>ema50,1,L,bear_2025q4,-7.79,-23.3,True,31,0.161,16.74
BTC,2h,c>ema50,1,L+S,bear_2025q4,6.12,-23.3,True,61,0.213,15.55
BTC,2h,c>ema50,2,L,bear_2025q4,-15.59,-23.3,True,31,0.161,33.48
BTC,2h,c>ema50,2,L+S,bear_2025q4,12.25,-23.3,True,61,0.213,31.09
BTC,2h,c>ema50,3,L,bear_2025q4,-23.38,-23.3,False,31,0.161,50.22
BTC,2h,c>ema50,3,L+S,bear_2025q4,18.37,-23.3,True,61,0.213,46.64
BTC,2h,c>ema100,1,L,bear_2025q4,-5.85,-23.3,True,19,0.211,13.27
BTC,2h,c>ema100,1,L+S,bear_2025q4,11.0,-23.3,True,37,0.243,12.07
BTC,2h,c>ema100,2,L,bear_2025q4,-11.71,-23.3,True,19,0.211,26.53
BTC,2h,c>ema100,2,L+S,bear_2025q4,22.01,-23.3,True,37,0.243,24.14
BTC,2h,c>ema100,3,L,bear_2025q4,-17.56,-23.3,True,19,0.211,39.8
BTC,2h,c>ema100,3,L+S,bear_2025q4,33.01,-23.3,True,37,0.243,36.22
BTC,2h,c>ema200,1,L,bear_2025q4,-0.42,-23.3,True,7,0.143,4.38
