rsi_thresh,sl_atr_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
40,2.0,atr_2x,7,0.1,False,193,46.1,-52.34,65.76,-0.8,4h
35,1.0,atr_3x,3,0.1,False,170,15.3,-52.77,52.76,-1.0,4h
45,2.0,bb_mid,3,0.3,False,228,59.2,-52.96,67.42,-0.79,4h
35,1.5,atr_2x,5,0.1,False,159,32.1,-53.28,59.03,-0.9,4h
35,2.0,atr_2x,5,0.3,True,22,27.3,-53.39,53.39,-1.0,4h
35,2.0,atr_2x,5,0.1,False,147,40.8,-54.04,66.69,-0.81,4h
35,1.0,atr_3x,5,0.3,True,23,4.3,-54.31,54.31,-1.0,4h
40,2.0,atr_3x,5,0.1,False,176,36.9,-54.55,57.2,-0.95,4h
30,1.0,bb_mid,5,0.2,False,105,27.6,-54.7,63.47,-0.86,4h
45,1.0,bb_mid,7,0.1,False,272,36.4,-54.83,59.86,-0.92,4h
40,2.0,bb_mid,3,0.3,False,210,57.6,-55.32,65.59,-0.84,4h
30,1.5,atr_3x,3,0.2,False,96,27.1,-55.48,58.24,-0.95,4h
35,2.0,atr_3x,3,0.3,True,19,5.3,-55.84,55.84,-1.0,4h
30,2.0,atr_2x,3,0.3,False,89,43.8,-56.66,70.29,-0.81,4h
35,1.0,atr_2x,3,0.2,False,177,24.3,-56.86,63.44,-0.9,4h
35,1.5,bb_mid,3,0.3,False,164,43.3,-57.05,65.82,-0.87,4h
45,2.0,atr_2x,3,0.3,False,208,47.1,-57.07,71.84,-0.79,4h
45,1.5,atr_2x,3,0.3,False,231,39.0,-57.07,73.18,-0.78,4h
35,2.0,bb_mid,7,0.1,False,154,51.3,-57.6,64.21,-0.9,4h
40,1.0,bb_mid,7,0.1,False,246,34.6,-57.86,63.42,-0.91,4h
35,1.0,bb_mid,3,0.2,False,179,27.9,-58.01,62.08,-0.93,4h
30,2.0,atr_3x,7,0.1,False,88,35.2,-58.5,62.29,-0.94,4h
