rsi_thresh,sl_atr_mult,tp_mode,leverage,pos_ratio,use_ema200,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
35,1.0,atr_2x,7,0.3,False,195,27.2,-81.93,88.74,-0.92,4h
35,2.0,atr_2x,5,0.3,False,155,42.6,-82.07,85.28,-0.96,4h
40,2.0,bb_mid,5,0.3,False,205,51.2,-82.28,84.2,-0.98,4h
40,2.0,atr_2x,5,0.3,False,198,43.4,-82.36,87.32,-0.94,4h
45,2.0,atr_3x,7,0.2,False,201,36.3,-83.38,83.81,-0.99,4h
40,1.0,atr_2x,7,0.3,False,246,28.0,-83.53,90.3,-0.93,4h
45,1.0,atr_2x,7,0.3,False,273,28.6,-84.57,91.22,-0.93,4h
40,1.5,atr_2x,7,0.3,False,218,39.4,-85.6,91.59,-0.93,4h
45,2.0,atr_3x,5,0.3,False,201,36.3,-85.73,86.1,-1.0,4h
35,1.0,bb_mid,7,0.3,False,196,28.6,-86.86,89.3,-0.97,4h
35,1.5,bb_mid,7,0.3,False,175,41.1,-87.27,90.69,-0.96,4h
35,1.5,atr_2x,7,0.3,False,172,37.8,-87.46,92.22,-0.95,4h
35,2.0,atr_3x,7,0.3,False,150,35.3,-88.74,90.35,-0.98,4h
45,1.5,atr_2x,7,0.3,False,243,38.7,-89.04,93.52,-0.95,4h
40,1.5,bb_mid,7,0.3,False,225,44.4,-89.26,91.85,-0.97,4h
45,1.5,bb_mid,7,0.3,False,254,45.7,-89.6,91.55,-0.98,4h
40,1.0,bb_mid,7,0.3,False,251,31.1,-90.29,91.57,-0.99,4h
45,1.0,bb_mid,7,0.3,False,280,32.9,-90.6,91.31,-0.99,4h
45,1.5,atr_3x,7,0.3,False,228,31.6,-90.7,92.7,-0.98,4h
35,2.0,bb_mid,7,0.3,False,158,48.7,-91.27,92.26,-0.99,4h
45,2.0,atr_2x,7,0.3,False,218,44.5,-91.4,95.01,-0.96,4h
45,2.0,bb_mid,7,0.3,False,233,52.8,-91.67,92.84,-0.99,4h
40,2.0,atr_3x,7,0.3,False,186,36.0,-91.67,92.73,-0.99,4h
35,2.0,atr_2x,7,0.3,False,155,42.6,-92.14,93.97,-0.98,4h
40,2.0,bb_mid,7,0.3,False,205,51.2,-92.27,93.36,-0.99,4h
40,2.0,atr_2x,7,0.3,False,198,43.4,-92.51,95.21,-0.97,4h
45,2.0,atr_3x,7,0.3,False,201,36.3,-94.65,94.76,-1.0,4h
