fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
5,50,3.0,1.0,0.1429,7,0.1,2909,9.7,-83.37,83.37,-1.0,15m
12,21,5.0,1.0,0.1429,7,0.1,3068,10.1,-83.69,83.72,-1.0,15m
9,50,2.0,1.0,0.2,5,0.2,2161,12.9,-83.69,83.69,-1.0,15m
12,26,3.0,1.0,0.1429,7,0.1,2719,9.5,-83.78,83.78,-1.0,15m
9,21,5.0,3.0,1.0,3,0.2,3546,25.1,-83.86,83.97,-1.0,15m
9,26,2.0,3.0,0.4286,7,0.1,3194,22.4,-83.87,84.07,-1.0,15m
9,21,3.0,3.0,1.0,3,0.2,3546,25.5,-84.11,84.11,-1.0,15m
12,21,3.0,2.0,0.2857,7,0.1,3068,17.7,-84.37,84.48,-1.0,15m
5,50,2.0,1.0,0.3333,3,0.3,2909,18.8,-84.41,84.41,-1.0,15m
9,21,2.0,3.0,1.0,3,0.2,3546,26.7,-84.46,84.46,-1.0,15m
9,50,3.0,3.0,0.6,5,0.2,2161,22.2,-84.6,84.83,-1.0,15m
5,50,5.0,1.0,0.3333,3,0.3,2909,17.0,-84.6,84.6,-1.0,15m
12,50,2.0,2.0,0.2857,7,0.2,1895,16.5,-84.63,84.63,-1.0,15m
12,50,5.0,2.0,0.2857,7,0.2,1895,14.2,-84.98,85.16,-1.0,15m
9,21,5.0,2.0,0.6667,3,0.2,3546,23.9,-85.09,85.22,-1.0,15m
