entry_pct,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,sharpe
1.5,1.0,2.0,0.5,4,0.2,381,46.7,34.98,8.12,4.31
1.0,5.0,1.0,0.5,2,0.3,1001,12.0,34.9,14.95,2.33
2.0,1.0,1.0,0.3333,3,0.2,189,52.4,34.8,1.81,19.28
1.0,2.0,5.0,1.25,4,0.2,964,43.0,34.8,34.71,1.0
2.0,5.0,1.0,0.5,2,0.3,171,16.4,34.37,5.29,6.49
1.5,2.0,2.0,0.4,5,0.1,374,27.5,34.35,4.3,8.0
1.0,5.0,1.0,0.25,4,0.1,1055,8.1,33.72,8.3,4.06
2.0,5.0,2.0,0.4,5,0.1,172,15.7,33.69,3.71,9.09
1.5,2.0,10.0,2.5,4,0.2,328,60.7,33.68,23.6,1.43
1.0,2.0,2.0,0.4,5,0.1,1107,23.1,33.63,15.23,2.21
3.0,5.0,1.0,0.2,5,0.2,56,16.1,33.53,7.28,4.61
1.5,5.0,3.0,1.0,3,0.2,338,21.0,33.51,14.07,2.38
1.5,5.0,2.0,1.0,2,0.3,338,21.0,33.51,14.07,2.38
2.0,1.0,10.0,2.5,4,0.3,181,78.5,33.5,19.42,1.72
2.0,3.0,3.0,1.0,3,0.3,172,32.6,33.45,14.84,2.25
1.5,3.0,2.0,1.0,2,0.3,353,31.2,33.4,8.71,3.84
1.5,3.0,3.0,1.0,3,0.2,353,31.2,33.4,8.71,3.84
1.5,1.0,5.0,1.0,5,0.2,374,59.1,33.3,14.83,2.25
1.0,2.0,3.0,1.5,2,0.3,936,47.4,33.18,31.31,1.06
2.0,2.0,2.0,0.6667,3,0.2,180,38.9,33.13,6.51,5.09
2.0,2.0,2.0,0.4,5,0.1,182,34.1,33.06,3.28,10.08
3.0,2.0,1.0,0.25,4,0.2,58,43.1,32.9,1.43,22.99
3.0,5.0,2.0,0.4,5,0.3,56,16.1,32.89,17.21,1.91
1.0,1.0,3.0,0.6,5,0.2,1136,45.5,32.74,29.63,1.11
2.0,3.0,1.0,0.5,2,0.3,176,25.0,32.68,5.44,6.01
