fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
12,21,5.0,1.0,0.2,5,0.1,2925,10.8,-67.11,68.41,-0.98,15m
12,21,2.0,3.0,0.6,5,0.1,2925,25.2,-67.16,67.44,-1.0,15m
12,21,3.0,2.0,0.4,5,0.1,2925,18.9,-67.17,68.13,-0.99,15m
9,50,2.0,1.0,0.3333,3,0.2,2165,16.5,-67.27,68.04,-0.99,15m
5,50,5.0,2.0,0.4,5,0.1,2815,15.5,-67.33,67.33,-1.0,15m
5,26,2.0,3.0,1.0,3,0.1,4155,26.0,-67.54,67.61,-1.0,15m
12,26,2.0,2.0,0.4,5,0.1,2618,20.3,-67.55,67.68,-1.0,15m
12,26,2.0,1.0,0.2,5,0.1,2618,12.3,-67.74,67.86,-1.0,15m
12,26,2.0,3.0,1.0,3,0.2,2618,28.9,-67.87,68.18,-1.0,15m
9,50,5.0,2.0,0.2857,7,0.1,2165,11.9,-68.01,69.4,-0.98,15m
9,50,2.0,3.0,0.4286,7,0.1,2165,19.9,-68.09,68.88,-0.99,15m
5,21,3.0,2.0,0.6667,3,0.1,4674,23.5,-68.12,68.12,-1.0,15m
5,21,3.0,3.0,1.0,3,0.1,4674,24.8,-68.42,68.42,-1.0,15m
5,26,5.0,1.0,0.3333,3,0.1,4155,16.8,-68.54,68.56,-1.0,15m
12,21,5.0,1.0,0.3333,3,0.2,2925,15.9,-68.61,70.08,-0.98,15m
5,26,2.0,2.0,0.6667,3,0.1,4155,24.3,-68.64,68.71,-1.0,15m
9,26,5.0,1.0,0.2,5,0.1,3025,10.8,-69.52,70.71,-0.98,15m
12,21,3.0,3.0,0.6,5,0.1,2925,22.9,-69.8,70.15,-1.0,15m
12,26,3.0,3.0,1.0,3,0.2,2618,26.0,-69.92,70.86,-0.99,15m
12,26,3.0,1.0,0.2,5,0.1,2618,11.0,-70.0,70.25,-1.0,15m
5,21,5.0,3.0,1.0,3,0.1,4674,24.3,-70.11,70.21,-1.0,15m
5,21,5.0,2.0,0.6667,3,0.1,4674,22.9,-70.19,70.33,-1.0,15m
12,26,2.0,3.0,0.6,5,0.1,2618,24.4,-70.66,70.79,-1.0,15m
9,26,5.0,1.0,0.3333,3,0.2,3025,15.8,-70.89,72.08,-0.98,15m
9,26,2.0,3.0,0.6,5,0.1,3025,24.6,-70.93,71.31,-0.99,15m
5,50,3.0,3.0,0.6,5,0.1,2815,19.9,-70.93,71.13,-1.0,15m
12,26,5.0,2.0,0.6667,3,0.2,2618,22.0,-70.98,71.29,-1.0,15m
12,26,3.0,2.0,0.4,5,0.1,2618,18.0,-71.04,71.27,-1.0,15m
5,50,2.0,3.0,0.6,5,0.1,2815,22.1,-71.13,71.31,-1.0,15m
9,50,3.0,3.0,0.4286,7,0.1,2165,17.2,-71.31,72.19,-0.99,15m
12,21,5.0,2.0,0.6667,3,0.3,2925,23.4,-71.36,72.67,-0.98,15m
12,21,2.0,2.0,0.6667,3,0.2,2925,26.4,-71.52,71.73,-1.0,15m
5,21,5.0,1.0,0.3333,3,0.1,4674,17.7,-71.54,71.62,-1.0,15m
9,50,3.0,1.0,0.3333,3,0.2,2165,14.2,-71.66,72.46,-0.99,15m
9,26,5.0,3.0,0.4286,7,0.1,3025,18.5,-71.72,73.33,-0.98,15m
5,26,2.0,1.0,0.3333,3,0.1,4155,18.3,-71.79,71.83,-1.0,15m
5,26,3.0,1.0,0.3333,3,0.1,4155,17.2,-71.8,71.8,-1.0,15m
12,21,2.0,1.0,0.2,5,0.1,2925,12.5,-71.86,72.37,-0.99,15m
9,26,2.0,2.0,0.4,5,0.1,3025,20.3,-71.96,72.38,-0.99,15m
5,50,3.0,1.0,0.2,5,0.1,2815,9.9,-72.17,72.17,-1.0,15m
12,26,5.0,1.0,0.3333,3,0.2,2618,15.1,-72.25,72.77,-0.99,15m
9,21,5.0,1.0,0.2,5,0.1,3423,11.5,-72.27,72.54,-1.0,15m
9,50,2.0,2.0,0.2857,7,0.1,2165,14.9,-72.3,73.1,-0.99,15m
5,50,5.0,1.0,0.3333,3,0.2,2815,14.1,-72.46,72.47,-1.0,15m
12,21,2.0,3.0,1.0,3,0.2,2925,29.0,-72.69,72.76,-1.0,15m
5,21,2.0,3.0,1.0,3,0.1,4674,26.1,-72.76,72.89,-1.0,15m
5,21,2.0,2.0,0.6667,3,0.1,4674,24.6,-72.94,73.1,-1.0,15m
9,50,5.0,2.0,0.6667,3,0.3,2165,19.9,-72.96,73.95,-0.99,15m
12,21,3.0,2.0,0.6667,3,0.2,2925,24.2,-72.98,73.27,-1.0,15m
5,50,2.0,3.0,1.0,3,0.2,2815,25.2,-73.07,73.36,-1.0,15m
5,50,3.0,2.0,0.4,5,0.1,2815,16.2,-73.29,73.5,-1.0,15m
12,50,2.0,3.0,1.0,3,0.3,1888,28.3,-73.3,73.89,-0.99,15m
5,21,3.0,1.0,0.3333,3,0.1,4674,18.1,-73.4,73.4,-1.0,15m
5,50,2.0,2.0,0.4,5,0.1,2815,18.3,-73.49,73.7,-1.0,15m
9,21,5.0,2.0,0.4,5,0.1,3423,18.7,-73.56,73.56,-1.0,15m
12,21,3.0,1.0,0.2,5,0.1,2925,11.2,-73.58,74.12,-0.99,15m
5,50,3.0,2.0,0.6667,3,0.2,2815,20.7,-73.66,73.87,-1.0,15m
9,26,3.0,3.0,0.6,5,0.1,3025,22.4,-73.86,74.25,-0.99,15m
12,50,3.0,3.0,1.0,3,0.3,1888,24.9,-74.08,74.86,-0.99,15m
12,26,3.0,3.0,0.6,5,0.1,2618,21.8,-74.25,74.37,-1.0,15m
12,21,3.0,3.0,1.0,3,0.2,2925,26.6,-74.48,75.42,-0.99,15m
12,26,5.0,2.0,0.2857,7,0.1,2618,13.7,-74.78,75.36,-0.99,15m
5,50,5.0,2.0,0.2857,7,0.1,2815,12.9,-74.84,74.87,-1.0,15m
12,50,3.0,2.0,0.6667,3,0.3,1888,21.2,-75.1,75.95,-0.99,15m
12,21,5.0,2.0,0.2857,7,0.1,2925,14.5,-75.11,76.37,-0.98,15m
9,26,3.0,2.0,0.4,5,0.1,3025,18.2,-75.12,75.54,-0.99,15m
12,50,2.0,2.0,0.6667,3,0.3,1888,24.6,-75.14,75.79,-0.99,15m
9,50,3.0,2.0,0.2857,7,0.1,2165,12.8,-75.22,76.07,-0.99,15m
5,50,5.0,3.0,1.0,3,0.3,2815,22.2,-75.28,75.52,-1.0,15m
9,26,2.0,3.0,1.0,3,0.2,3025,28.2,-75.39,75.55,-1.0,15m
5,50,2.0,1.0,0.2,5,0.1,2815,11.1,-75.41,75.41,-1.0,15m
12,26,2.0,2.0,0.6667,3,0.2,2618,25.5,-75.43,75.53,-1.0,15m
12,50,5.0,2.0,0.6667,3,0.3,1888,19.9,-75.51,76.39,-0.99,15m
9,26,2.0,1.0,0.2,5,0.1,3025,12.3,-75.6,76.04,-0.99,15m
9,26,5.0,2.0,0.2857,7,0.1,3025,14.4,-75.64,76.85,-0.98,15m
9,21,3.0,1.0,0.2,5,0.1,3423,11.8,-75.71,75.77,-1.0,15m
9,21,5.0,3.0,0.6,5,0.1,3423,22.2,-75.76,75.76,-1.0,15m
5,21,2.0,1.0,0.3333,3,0.1,4674,19.0,-75.79,75.86,-1.0,15m
12,50,3.0,2.0,0.4,5,0.2,1888,16.4,-75.97,76.49,-0.99,15m
12,50,5.0,3.0,0.6,5,0.2,1888,18.9,-76.05,77.51,-0.98,15m
9,50,5.0,3.0,1.0,3,0.3,2165,22.2,-76.1,76.89,-0.99,15m
12,26,5.0,3.0,0.4286,7,0.1,2618,18.1,-76.29,76.74,-0.99,15m
5,50,2.0,2.0,0.6667,3,0.2,2815,22.9,-76.48,76.64,-1.0,15m
9,26,2.0,2.0,0.6667,3,0.2,3025,25.7,-76.75,77.04,-1.0,15m
9,21,2.0,1.0,0.2,5,0.1,3423,12.8,-76.76,76.76,-1.0,15m
9,26,3.0,3.0,1.0,3,0.2,3025,25.9,-77.01,77.22,-1.0,15m
9,50,3.0,2.0,0.6667,3,0.3,2165,21.3,-77.36,78.11,-0.99,15m
12,21,2.0,1.0,0.3333,3,0.2,2925,18.4,-77.42,77.78,-1.0,15m
12,26,2.0,1.0,0.3333,3,0.2,2618,17.7,-77.47,77.49,-1.0,15m
9,26,3.0,1.0,0.2,5,0.1,3025,11.1,-77.52,77.97,-0.99,15m
9,21,2.0,2.0,0.4,5,0.1,3423,20.8,-77.64,77.67,-1.0,15m
9,50,2.0,2.0,0.6667,3,0.3,2165,24.2,-77.73,78.31,-0.99,15m
12,50,5.0,2.0,0.4,5,0.2,1888,15.1,-77.74,77.85,-1.0,15m
12,50,2.0,1.0,0.1429,7,0.1,1888,6.9,-77.88,77.9,-1.0,15m
